ref;title;author;lastRunTime;totalVotes;competition;domain;dataDependency;codeDependency;awareness;modularity;configurableOptions;scalability;readability;performance;duplicateCodeElimination;total
marcovasquez/useful-html-for-jupyter-notebook;useful-html-for-jupyter-notebook;marcovasquez;250;2885;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
odaymourad/detailed-and-typical-solution-ensemble-modeling;detailed-and-typical-solution-ensemble-modeling;odaymourad;1650;2865;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
gaetanlopez/how-to-make-clean-visualizations;how-to-make-clean-visualizations;gaetanlopez;400;980;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
faressayah/data-science-best-practices-with-pandas-2-0-p2;data-science-best-practices-with-pandas-2-0-p2;faressayah;750;2825;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
ialimustufa/titanic-beginner-s-guide-with-sklearn;titanic-beginner-s-guide-with-sklearn;ialimustufa;950;2805;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
desalegngeb/plotly-guide-customize-for-better-visualizations;plotly-guide-customize-for-better-visualizations;desalegngeb;600;965;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
cdeotte/titanic-using-name-only-0-81818;titanic-using-name-only-0-81818;cdeotte;1050;2765;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
headsortails/tidy-titarnic;tidy-titarnic;headsortails;850;2745;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
nicapotato/titanic-voting-pipeline-stack-and-guide;titanic-voting-pipeline-stack-and-guide;nicapotato;1350;2725;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
sishihara/python-kaggle-start-book-ch02-08;python-kaggle-start-book-ch02-08;sishihara;950;2705;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
michaelee/cs-100-data-science;cs-100-data-science;michaelee;550;2685;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
samsonqian/titanic-guide-with-sklearn-and-eda;titanic-guide-with-sklearn-and-eda;samsonqian;1150;2665;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
alexisbcook/getting-started-with-titanic;getting-started-with-titanic;alexisbcook;350;2645;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
nirmalvignu/titanic-machine-learning-from-disaster;titanic-machine-learning-from-disaster;nirmalvignu;1050;2625;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hamelg/python-for-data-21-descriptive-statistics;python-for-data-21-descriptive-statistics;hamelg;450;2605;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
hamelg/python-for-data-15-working-with-text-data;python-for-data-15-working-with-text-data;hamelg;550;2585;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
computervisi/titanic-eda;titanic-eda;computervisi;850;2565;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
reighns/titanic-a-complete-beginner-s-guide;titanic-a-complete-beginner-s-guide;reighns;1250;2545;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
linxinzhe/tensorflow-deep-learning-to-solve-titanic;tensorflow-deep-learning-to-solve-titanic;linxinzhe;950;2525;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hamelg/intro-to-r-part-1-getting-started;intro-to-r-part-1-getting-started;hamelg;150;2505;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
frtgnn/introduction-to-pytorch-a-very-gentle-start;introduction-to-pytorch-a-very-gentle-start;frtgnn;850;2485;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
sashr07/kaggle-titanic-tutorial;kaggle-titanic-tutorial;sashr07;750;2465;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
faressayah/ensemble-ml-algorithms-bagging-boosting-voting;ensemble-ml-algorithms-bagging-boosting-voting;faressayah;1050;2445;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
androbomb/simple-nn-with-python-multi-layer-perceptron;simple-nn-with-python-multi-layer-perceptron;androbomb;850;2425;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
ihelon/titanic-hyperparameter-tuning-with-gridsearchcv;titanic-hyperparameter-tuning-with-gridsearchcv;ihelon;1150;2405;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
prashant111/a-reference-guide-to-feature-engineering-methods;a-reference-guide-to-feature-engineering-methods;prashant111;950;2385;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
hamelg/python-for-data-27-linear-regression;python-for-data-27-linear-regression;hamelg;650;2365;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
caesarmario/data-to-destiny-titanic-survival-prediction;data-to-destiny-titanic-survival-prediction;caesarmario;1350;2345;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
jlawman/complete-beginner-your-first-titanic-submission;complete-beginner-your-first-titanic-submission;jlawman;850;2325;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
goldens/titanic-on-the-top-with-a-simple-model;titanic-on-the-top-with-a-simple-model;goldens;1050;2305;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hamelg/python-for-data-11-control-flow;python-for-data-11-control-flow;hamelg;250;2285;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
rajmehra03/a-complete-pandas-tutorial;a-complete-pandas-tutorial;rajmehra03;600;875;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hamelg/python-for-data-22-probability-distributions;python-for-data-22-probability-distributions;hamelg;450;2245;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
campusx/filter-based-feature-selection;filter-based-feature-selection;campusx;750;2225;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
nkitgupta/feature-engineering-and-feature-selection;feature-engineering-and-feature-selection;nkitgupta;800;870;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
farzadnekouei/titanic-feature-extraction-xgboost-classifier;titanic-feature-extraction-xgboost-classifier;farzadnekouei;1150;2185;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
philippsp/interactive-dashboards-in-r;interactive-dashboards-in-r;philippsp;950;2165;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
neviadomski/titanic-data-exploration-starter;titanic-data-exploration-starter;neviadomski;850;2145;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hamelg/python-for-data-16-preparing-numeric-data;python-for-data-16-preparing-numeric-data;hamelg;550;2125;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
wouldyoujustfocus/llama3-8b-llm20-questions-lb-750;llama3-8b-llm20-questions-lb-750;wouldyoujustfocus;4500;855;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hamelg/intro-to-r-part-2-r-arithmetic;intro-to-r-part-2-r-arithmetic;hamelg;150;2085;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
dejavu23/titanic-survival-seaborn-and-ensembles;titanic-survival-seaborn-and-ensembles;dejavu23;1250;2065;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hamelg/python-for-data-12-functions;python-for-data-12-functions;hamelg;250;2045;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
hamelg/python-for-data-26-anova;python-for-data-26-anova;hamelg;550;2025;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
sociopath00/random-forest-using-gridsearchcv;random-forest-using-gridsearchcv;sociopath00;950;2005;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
datafan07/titanic-eda-and-several-modelling-approaches;titanic-eda-and-several-modelling-approaches;datafan07;1450;1985;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
jafarib/titanic-competition-how-to-get-top-score-100;titanic-competition-how-to-get-top-score-100;jafarib;1150;1965;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
nikitakudriashov/top-1-titanic-solution;top-1-titanic-solution;nikitakudriashov;2550;1945;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hamelg/python-for-data-25-chi-squared-tests;python-for-data-25-chi-squared-tests;hamelg;550;1925;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
ravi20076/titanic-eda-model-custompipelines;titanic-eda-model-custompipelines;ravi20076;1350;1905;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
pyim59/2-titanic-v3-6-test;2-titanic-v3-6-test;pyim59;850;1885;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
anaskad/step-by-step-solving-titanic-problem;step-by-step-solving-titanic-problem;anaskad;1050;1865;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
satishgunjal/tutorial-k-fold-cross-validation;tutorial-k-fold-cross-validation;satishgunjal;400;825;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
abhishekmamidi/titanic-data-preprocessing-and-visualization;titanic-data-preprocessing-and-visualization;abhishekmamidi;950;1825;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
themlphdstudent/cheatsheet-matplotlib-charts;cheatsheet-matplotlib-charts;themlphdstudent;450;1805;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
kareem3egm/learn-machine-learning-faster-1;learn-machine-learning-faster-1;kareem3egm;300;820;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
limmyoungjin/r-t1-1-iqr-expected-questions-2;r-t1-1-iqr-expected-questions-2;limmyoungjin;75;1765;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
drgilermo/a-tutorial-for-complete-beginners;a-tutorial-for-complete-beginners;drgilermo;850;1745;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
zhukovoleksiy/get-started-with-kaggle-legacy-guide;get-started-with-kaggle-legacy-guide;zhukovoleksiy;650;1725;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
cdeotte/titantic-mega-model-0-84210;titantic-mega-model-0-84210;cdeotte;2250;1705;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
blurredmachine/titanic-survival-a-complete-guide-for-beginners;titanic-survival-a-complete-guide-for-beginners;blurredmachine;1450;1685;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
abhijitdahatonde/titanic-passenger-survival-prediction;titanic-passenger-survival-prediction;abhijitdahatonde;1150;1665;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
vin1234/best-titanic-survival-prediction-for-beginners;best-titanic-survival-prediction-for-beginners;vin1234;950;1645;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
octavianwr/dsf-day-3-titanic;dsf-day-3-titanic;octavianwr;750;1625;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
dmitrykonovalov/fastai-lesson-5-linear-model-and-neural-net;fastai-lesson-5-linear-model-and-neural-net;dmitrykonovalov;1050;1605;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hamelg/python-for-data-13-list-comprehensions;python-for-data-13-list-comprehensions;hamelg;250;1585;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
dmitrykonovalov/fastai-lesson-6a-random-forests;fastai-lesson-6a-random-forests;dmitrykonovalov;850;1565;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
theblackmamba31/titanic-tutorial-neural-network;titanic-tutorial-neural-network;theblackmamba31;950;1545;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
akhileshthite/titanic-solution-top-8;titanic-solution-top-8;akhileshthite;1250;1525;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
liyenhsu/titanic-neural-network;titanic-neural-network;liyenhsu;1050;1505;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
sgus1318/titanic-analysis-learning-to-swim-with-python;titanic-analysis-learning-to-swim-with-python;sgus1318;850;1485;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
harshkothari21/100-accurate-results-with-eda-all-ml-models;100-accurate-results-with-eda-all-ml-models;harshkothari21;1350;1465;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
garethjns/microsoft-lightgbm-with-parameter-tuning-0-823;microsoft-lightgbm-with-parameter-tuning-0-823;garethjns;1150;1445;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hamelg/python-for-data-23-confidence-intervals;python-for-data-23-confidence-intervals;hamelg;450;1425;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
hamelg/python-for-data-20-plotting-with-pandas;python-for-data-20-plotting-with-pandas;hamelg;350;1405;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
zephyrzhan522/titanic-prediction-dl-vs-ml;titanic-prediction-dl-vs-ml;zephyrzhan522;1050;1385;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
bextuychiev/model-explainability-with-shap-only-guide-u-need;model-explainability-with-shap-only-guide-u-need;bextuychiev;1100;735;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
nhlr21/complete-titanic-tutorial-with-ml-nn-ensembling;complete-titanic-tutorial-with-ml-nn-ensembling;nhlr21;1550;1345;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
biswajee/titanic-dataset;titanic-dataset;biswajee;250;1325;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
kpacocha/top-5-titanic-machine-learning-from-disaster;top-5-titanic-machine-learning-from-disaster;kpacocha;1850;1305;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
arthurlu/exploratory-tutorial-titanic;exploratory-tutorial-titanic;arthurlu;950;1285;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
sishihara/py310-python-kaggle-start-book-ch02-03;py310-python-kaggle-start-book-ch02-03;sishihara;650;1265;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
vivovinco/titanic-real-1-0;titanic-real-1-0;vivovinco;1150;1245;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
sisharaneranjana/titanic-complete-guide-ml-dl-models;titanic-complete-guide-ml-dl-models;sisharaneranjana;1450;1225;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
aselad/exploratory-data-analysis-on-the-titanic-dataset;exploratory-data-analysis-on-the-titanic-dataset;aselad;1050;1205;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hamelg/python-for-data-19-frequency-tables;python-for-data-19-frequency-tables;hamelg;350;1185;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
tanmay111999/titanic-submission-0-79904-using-knn;titanic-submission-0-79904-using-knn;tanmay111999;850;1165;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
andreipaulavets/titanic-prediction-0-794-score;titanic-prediction-0-794-score;andreipaulavets;750;1145;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
carlmcbrideellis/titanic-leaderboard-a-score-0-8-is-great;titanic-leaderboard-a-score-0-8-is-great;carlmcbrideellis;550;1125;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hamelg/python-for-data-17-dealing-with-dates;python-for-data-17-dealing-with-dates;hamelg;450;1105;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
kiranscaria/titanic-pytorch;titanic-pytorch;kiranscaria;950;1085;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
francksylla/titanic-machine-learning-from-disaster;titanic-machine-learning-from-disaster;francksylla;1250;1065;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
jamesleslie/titanic-eda-wrangling-imputation;titanic-eda-wrangling-imputation;jamesleslie;1050;1045;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
swamysm/beginners-titanic;beginners-titanic;swamysm;650;1025;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
parulpandey/deep-dive-into-logistic-regression-for-beginners;deep-dive-into-logistic-regression-for-beginners;parulpandey;850;1005;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
cbrogan/xgboost-example-python;xgboost-example-python;cbrogan;750;985;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
masumrumi/a-pyspark-tutorial-with-titanic;a-pyspark-tutorial-with-titanic;masumrumi;1150;965;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
vbmokin/titanic-0-83253-comparison-20-popular-models;titanic-0-83253-comparison-20-popular-models;vbmokin;1750;945;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
octavianwr/dsf-day-4-titanic-supervised;dsf-day-4-titanic-supervised;octavianwr;950;925;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
dmitrykonovalov/fastai-lesson-5b-use-a-framework;fastai-lesson-5b-use-a-framework;dmitrykonovalov;550;905;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
chalkalan/04a-naive;04a-naive;chalkalan;350;885;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
aymanlafaz/titanic-feature-engineering-and-random-forests;titanic-feature-engineering-and-random-forests;aymanlafaz;1250;865;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
pavlofesenko/selling-life-insurance-to-titanic-passengers;selling-life-insurance-to-titanic-passengers;pavlofesenko;850;845;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hyeonho/taitanic-machine-learning-from-disaster;taitanic-machine-learning-from-disaster;hyeonho;1150;825;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
pavansanagapati/tableau-intro-use-cases;tableau-intro-use-cases;pavansanagapati;400;615;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
wikaiqi/titaniclearningqi;titaniclearningqi;wikaiqi;750;785;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
mviola/titanic-eda-simple-model-0-80622;titanic-eda-simple-model-0-80622;mviola;950;765;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
diaaessam/titanic-problem-tutorial;titanic-problem-tutorial;diaaessam;850;745;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
osemds/first-titanic-and-also-kaggle-attempt;first-titanic-and-also-kaggle-attempt;osemds;650;725;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
stefanschulmeister87/titanic-competition-top-1;titanic-competition-top-1;stefanschulmeister87;2350;705;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
damienpark/artificial-neural-network-using-keras;artificial-neural-network-using-keras;damienpark;1050;685;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
thilakshasilva/predicting-titanic-survival-using-five-algorithms;predicting-titanic-survival-using-five-algorithms;thilakshasilva;1250;665;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
ryannolan1/titanic-voting-classifier-0-78947;titanic-voting-classifier-0-78947;ryannolan1;950;645;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
funxexcel/titanic-solution-using-random-forest-tool-r;titanic-solution-using-random-forest-tool-r;funxexcel;750;625;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
vikumsw/explaining-random-forest-model-with-shapely-values;explaining-random-forest-model-with-shapely-values;vikumsw;950;605;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
abhishek0032/titanic-survival-prediction-feature-engineering;titanic-survival-prediction-feature-engineering;abhishek0032;1150;585;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
chuanguy/titanic-data-processing-with-python-0-813;titanic-data-processing-with-python-0-813;chuanguy;850;565;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
sishihara/py310-python-kaggle-start-book-ch02-05;py310-python-kaggle-start-book-ch02-05;sishihara;750;545;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
carlmcbrideellis/what-is-adversarial-validation;what-is-adversarial-validation;carlmcbrideellis;600;595;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
vbmokin/titanic-top-score-one-line-of-the-prediction;titanic-top-score-one-line-of-the-prediction;vbmokin;450;505;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
andreshg/automl-libraries-comparison;automl-libraries-comparison;andreshg;1350;485;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
mashimo/a-very-simple-logistic-regression-model;a-very-simple-logistic-regression-model;mashimo;650;465;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
vikumsw/beginners-basic-workflow-introduction;beginners-basic-workflow-introduction;vikumsw;750;445;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
davidcoxon/titanic-practice-by-davidcoxon;titanic-practice-by-davidcoxon;davidcoxon;550;425;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
sishihara/py310-python-kaggle-start-book-ch02-04;py310-python-kaggle-start-book-ch02-04;sishihara;750;405;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hamelg/intro-to-r-part-3-atomic-data-types;intro-to-r-part-3-atomic-data-types;hamelg;150;385;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
enerrio/scikit-learn-ml-from-start-to-finish;scikit-learn-ml-from-start-to-finish;enerrio;1050;365;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
javiervallejos/titanic-simple-decision-tree-model-score-top-3;titanic-simple-decision-tree-model-score-top-3;javiervallejos;950;345;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
currypurin/titanic-lightgbm;titanic-lightgbm;currypurin;850;325;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
shivadumnawar/titanic-a-complete-tutorial-for-beginners;titanic-a-complete-tutorial-for-beginners;shivadumnawar;1250;305;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
dmkravtsov/4-1-titanic-with-acc-91-and-f1-87;4-1-titanic-with-acc-91-and-f1-87;dmkravtsov;1150;285;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
aleksandrmorozov123/machine-learning-excercises;machine-learning-excercises;aleksandrmorozov123;650;265;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
kartushovdanil/econometrics-is-all-you-need;econometrics-is-all-you-need;kartushovdanil;800;475;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
vbmokin/autoselection-from-20-classifier-models-l-curves;autoselection-from-20-classifier-models-l-curves;vbmokin;1850;225;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
abhishek0032/data-science-toolkit-codes-skills-to-succeed;data-science-toolkit-codes-skills-to-succeed;abhishek0032;750;205;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
kagleo123/titanic-eda-machine-deep-learning;titanic-eda-machine-deep-learning;kagleo123;1450;185;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
korfanakis/titanic-a-beginner-friendly-approach-to-top-3;titanic-a-beginner-friendly-approach-to-top-3;korfanakis;1350;165;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
vahidehdashti/titanic-prediction-model-eda;titanic-prediction-model-eda;vahidehdashti;1050;145;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hasanburakavci/titanic-eda-and-classification-top-5;titanic-eda-and-classification-top-5;hasanburakavci;1650;125;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
amerwafiy/titanic-competition-journey-to-100-accuracy;titanic-competition-journey-to-100-accuracy;amerwafiy;1250;105;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
demidova/titanic-eda-tutorial;titanic-eda-tutorial;demidova;950;85;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
little7/titanic-data-science-solutions;titanic-data-science-solutions;little7;1150;65;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
saife245/titanic-deep-learning-model-with-80-accuracy;titanic-deep-learning-model-with-80-accuracy;saife245;950;45;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
arunkumarramanan/data-science-in-r-and-titanic-survival-prediction;data-science-in-r-and-titanic-survival-prediction;arunkumarramanan;850;25;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
niteshranjansingh/titanic-top-solution-which-leads-you-into-top-2;titanic-top-solution-which-leads-you-into-top-2;niteshranjansingh;2050;5;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
tanmayunhale/titanic-top-4-hyperparameter-tuning;titanic-top-4-hyperparameter-tuning;tanmayunhale;1550;4980;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
funxexcel/titanic-solution-random-forest;titanic-solution-random-forest;funxexcel;750;4960;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
kushal1506/titanic-81-1-leader-board-score-guaranteed;titanic-81-1-leader-board-score-guaranteed;kushal1506;950;4940;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
parulpandey/intrepreting-machine-learning-models;intrepreting-machine-learning-models;parulpandey;850;4920;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
hamelg/python-for-data-29-decision-trees;python-for-data-29-decision-trees;hamelg;650;4900;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
jasonm/large-families-not-good-for-survival;large-families-not-good-for-survival;jasonm;550;4880;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
anandhuh/titanic-simple-solution-top-12;titanic-simple-solution-top-12;anandhuh;1150;4860;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
jamesleslie/titanic-random-forest-grid-search;titanic-random-forest-grid-search;jamesleslie;1350;4840;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
shivan118/pandas-100-tricks;pandas-100-tricks;shivan118;450;4820;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
frtgnn/a-simple-guide-to-titanic-survival-classifier;a-simple-guide-to-titanic-survival-classifier;frtgnn;950;4800;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
vanguarde/study-series-uplift-modeling;study-series-uplift-modeling;vanguarde;1200;425;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
adavydenko/titanic-solution-a-beginner-s-guide-russian;titanic-solution-a-beginner-s-guide-russian;adavydenko;1050;4760;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hamelg/intro-to-r-part-4-variables;intro-to-r-part-4-variables;hamelg;150;4740;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
vbmokin/50-tips-data-science-tabular-data-for-beginner;50-tips-data-science-tabular-data-for-beginner;vbmokin;650;4720;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
marcovasquez/machine-learning-on-board-titanic-17-algothim;machine-learning-on-board-titanic-17-algothim;marcovasquez;1750;4700;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
priyankdl/titanic-eda-demo-for-students;titanic-eda-demo-for-students;priyankdl;850;4680;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
bextuychiev/7-coolest-packages-top-kagglers-are-using;7-coolest-packages-top-kagglers-are-using;bextuychiev;600;405;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
hamelg/intro-to-r-part-5-vectors;intro-to-r-part-5-vectors;hamelg;150;4640;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
hillabehar/titanic-analysis-with-r;titanic-analysis-with-r;hillabehar;950;4620;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
beiqiwang/predictive-analysis-of-survival-rate-on-titanic;predictive-analysis-of-survival-rate-on-titanic;beiqiwang;1150;4600;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
anour98/in-lab2-scikit-learn;in-lab2-scikit-learn;anour98;350;4580;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
vbmokin/titanic-predict-using-a-simple-bayesian-network;titanic-predict-using-a-simple-bayesian-network;vbmokin;850;4560;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
plasticgrammer/kaggle-titanic;kaggle-titanic;plasticgrammer;550;4540;Titanic;Social Science/History;0;0;0;0;0;0;0;0;0;0
